Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
15,"S Neumeier, C Facchi","Towards a driver support system for teleoperated driving",2019,"2019 IEEE Intelligent Transportation …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8917244/","https://scholar.google.com/scholar?cites=7904757023943114107&as_sdt=2005&sciodt=2007&hl=en",2,"2023-12-15 19:02:41","","","","",,,,,15,3.75,8,2,4,"… the introduction of autonomous driving features beyond SAE level 3. A remote operator can be a promising fallback solution. Teleoperated Driving is the remote control of vehicles by a …","","https://scholar.google.com/scholar?q=related:ez3nz6FWs20J:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
11,"A Gohar, S Lee","A cost efficient multi remote driver selection for remote operated vehicles",2020,"Computer Networks","Elsevier","https://www.sciencedirect.com/science/article/pii/S1389128619307728","https://scholar.google.com/scholar?cites=16070486282306322306&as_sdt=2005&sciodt=2007&hl=en",86,"2023-12-15 19:02:41","HTML","","","",,,,,11,3.67,6,2,3,"… vehicle’s control loop through teleoperation. Such a process is usually referred to as remote driving. In remote driving, a human drives a vehicle remotely using available communication …","https://www.sciencedirect.com/science/article/pii/S1389128619307728","https://scholar.google.com/scholar?q=related:gv-n8CDWBd8J:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
7,"K Doki, K Suzuki, A Torii, S Mototani…","AR video presentation using 3D LiDAR information for operator support in mobile robot teleoperation",2021,"2021 IEEE 19th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9378687/","https://scholar.google.com/scholar?cites=9600819466581876404&as_sdt=2005&sciodt=2007&hl=en",175,"2023-12-15 19:02:41","","","","",,,,,7,3.50,1,5,2,"… This is because the teleoperated driving has been … but also solution of many problems on automated driving. In [4] and [5]… mobile networks for teleoperated driving had been investigated …","","https://scholar.google.com/scholar?q=related:tJ5EAnD2PIUJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
14,"RDR Beira","Mechanical teleoperated device comprising an interchangeable distal instrument",2019,"US Patent App. 16/389,854","Google Patents","https://patents.google.com/patent/US20190239968A1/en","https://scholar.google.com/scholar?cites=3415784760071523059&as_sdt=2005&sciodt=2007&hl=en",189,"2023-12-15 19:02:41","","","","",,,,,14,3.50,14,1,4,"… teleoperated device may not have a remote-center-of-motion (RCM). Given that the two mechanical teleoperated devices … teleoperated device only as shown particularly in FIG. 1 to 6 . …","https://patentimages.storage.googleapis.com/9e/13/de/452af65a704113/US20190239968A1.pdf","https://scholar.google.com/scholar?q=related:84pBRSROZy8J:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
10,"D Schitz, G Graf, D Rieth, H Aschemann","Corridor-based shared autonomy for teleoperated driving",2020,"IFAC-PapersOnLine","Elsevier","https://www.sciencedirect.com/science/article/pii/S2405896320330202","https://scholar.google.com/scholar?cites=16391445530592729405&as_sdt=2005&sciodt=2007&hl=en",13,"2023-12-15 19:02:41","","","","",,,,,10,3.33,3,4,3,"… This paper presents a concept for a teleoperated driving to disburden a human operator. Derived from the methodology of shared autonomy, this approach advantageously combines …","https://ifatwww.et.uni-magdeburg.de/ifac2020/media/pdfs/0614.pdf","https://scholar.google.com/scholar?q=related:PdkkTt0ceuMJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
10,"G Graf, H Hussmann","User requirements for remote teleoperation-based interfaces",2020,"… Conference on Automotive User Interfaces and …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3409251.3411730","https://scholar.google.com/scholar?cites=5598312955242264045&as_sdt=2005&sciodt=2007&hl=en",35,"2023-12-15 19:02:41","","10.1145/3409251.3411730","","",,,,,10,3.33,5,2,3,"… Teleoperation allows remote drivers to take control of Autonomous Vehicles (AVs) if needed. This might be the case when the AV has to deal with unexpected or ambiguous situations. …","https://dl.acm.org/doi/pdf/10.1145/3409251.3411730","https://scholar.google.com/scholar?q=related:7bWuvvgzsU0J:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
10,"G Graf, H Xu, D Schitz, X Xu","Improving the prediction accuracy of predictive displays for teleoperated autonomous vehicles",2020,"2020 6th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9108011/","https://scholar.google.com/scholar?cites=12541002297894930166&as_sdt=2005&sciodt=2007&hl=en",55,"2023-12-15 19:02:41","","","","",,,,,10,3.33,3,4,3,"… The test driving speed is set at 15 km/h, which is in the range of low-speed driving and according to the real teleoperation speed. The Absolute Deviation (AD) and the Root Mean …","https://ieeexplore.ieee.org/iel7/9102213/9107971/09108011.pdf","https://scholar.google.com/scholar?q=related:9oZiFSWXCq4J:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
6,"D Schitz, G Graf, D Rieth…","Model-predictive cruise control for direct teleoperated driving tasks",2021,"2021 European Control …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9655187/","https://scholar.google.com/scholar?cites=11698593012495924193&as_sdt=2005&sciodt=2007&hl=en",31,"2023-12-15 19:02:41","","","","",,,,,6,3.00,2,4,2,"… Abstract— Teleoperated driving, where an operator remotely … In the area of direct teleoperated driving, the vehicle … system for direct teleoperated driving with extended automation …","https://ieeexplore.ieee.org/iel7/9654796/9654428/09655187.pdf","https://scholar.google.com/scholar?q=related:4buv8VzAWaIJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
3,"Y Trabelsi, O Shabat, J Lanir, O Maksimov…","Advice Provision in Teleoperation of Autonomous Vehicles",2023,"Proceedings of the 28th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3581641.3584068","https://scholar.google.com/scholar?cites=17723736477664700791&as_sdt=2005&sciodt=2007&hl=en",43,"2023-12-15 19:02:41","","10.1145/3581641.3584068","","",,,,,3,3.00,1,5,1,"… drive the vehicle until the situation is resolved. However, teledriving is a challenging … teleoperator. Our goal is to assist the remote driver in some complex situations by giving the driver …","https://dl.acm.org/doi/pdf/10.1145/3581641.3584068","https://scholar.google.com/scholar?q=related:d2nWC2xc9_UJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
6,"SQ Zulqarnain, S Lee","Selecting Remote Driving Locations for Latency Sensitive Reliable Tele-Operation",2021,"Applied Sciences","mdpi.com","https://www.mdpi.com/2076-3417/11/21/9799","https://scholar.google.com/scholar?cites=2681065481298165013&as_sdt=2005&sciodt=2007&hl=en",45,"2023-12-15 19:02:41","","","","",,,,,6,3.00,3,2,2,"… Since the infrastructure is evolving continuously, the remote driving is likely to become a reality in the near future. Actually, ref [28] investigates whether tele-operated driving is possible …","https://www.mdpi.com/2076-3417/11/21/9799/pdf","https://scholar.google.com/scholar?q=related:Fb1WsNkONSUJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
6,"V Linkov, M Vanžura","Situation awareness measurement in remotely controlled cars",2021,"Frontiers in psychology","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.592930/full","https://scholar.google.com/scholar?cites=2855540096710425002&as_sdt=2005&sciodt=2007&hl=en",49,"2023-12-15 19:02:41","HTML","10.3389/fpsyg.2021.592930","","",,,,,6,3.00,3,2,2,"… by an operator in a remote location. … teleoperated drivers.” In this study, we provide directions concerning how to measure the SA of the RCCs' teleoperated drivers to assess their driving …","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.592930/full","https://scholar.google.com/scholar?q=related:qjlPspbqoCcJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
6,"J Marquez-Barja, SA Hadiwardoyo…","Enabling cross-border tele-operated transport in the 5G Era: The 5G Blueprint approach",2021,"2021 IEEE 18th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9369619/","https://scholar.google.com/scholar?cites=9610119612869839296&as_sdt=2005&sciodt=2007&hl=en",56,"2023-12-15 19:02:41","","","","",,,,,6,3.00,2,3,2,"… and validate 5G-enabled tele-operated (ie remote-controlled) transport … We consider tele-operated transport (keeping the driver or … from L1 to L5 autonomous driving. The deployment …","https://ieeexplore.ieee.org/iel7/9369428/9369448/09369619.pdf","https://scholar.google.com/scholar?q=related:wAkfDt8AXoUJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
6,"J Feiler, F Diermeyer","The Perception Modification Concept to Free the Path of An Automated Vehicle Remotely.",2021,"VEHITS","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/cf0d/b29860d9119b67d66071ec0d46c741d06b29.pdf","https://scholar.google.com/scholar?cites=3633575160918401550&as_sdt=2005&sciodt=2007&hl=en",79,"2023-12-15 19:02:41","PDF","","","",,,,,6,3.00,3,2,2,"… clear which teleoperation concept is appropriate. In this paper, a teleoperation concept and … the vehicle be able to proceed driving autonomously after the teleoperator’s actions, when it …","https://pdfs.semanticscholar.org/cf0d/b29860d9119b67d66071ec0d46c741d06b29.pdf","https://scholar.google.com/scholar?q=related:DmI5e1sNbTIJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
3,"C Schüler, T Gebauer, M Patchou…","QoE evaluation of real-time remote operation with network constraints in a system-of-systems",2022,"2022 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9773943/","https://scholar.google.com/scholar?cites=13988142378871104338&as_sdt=2005&sciodt=2007&hl=en",101,"2023-12-15 19:02:41","","","","",,,,,3,3.00,1,4,1,"… An extensive case study on teleoperated driving is carried out in Sec. IV. Finally, we provide … source extension of the CARLA simulator for teleoperated driving research using off-the-…","https://ieeexplore.ieee.org/iel7/9773363/9773791/09773943.pdf","https://scholar.google.com/scholar?q=related:UiMzmGHdH8IJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
6,"S Zhu, G Xiong, H Chen, J Gong","Guidance Point Generation-Based Cooperative UGV Teleoperation in Unstructured Environment",2021,"Sensors","mdpi.com","https://www.mdpi.com/1424-8220/21/7/2323","https://scholar.google.com/scholar?cites=15965953010565087337&as_sdt=2005&sciodt=2007&hl=en",127,"2023-12-15 19:02:41","","","","",,,,,6,3.00,2,4,2,"… –machine cooperative UGV teleoperation in unstructured environments … For visually presenting the driving trend of the UGV and … significantly increases the speed of teleoperated UGV. …","https://www.mdpi.com/1424-8220/21/7/2323/pdf","https://scholar.google.com/scholar?q=related:aYBP_6t1kt0J:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
3,"MD Moniruzzaman, A Rassau, D Chai…","High Latency Unmanned Ground Vehicle Teleoperation Enhancement by Presentation of Estimated Future through Video Transformation",2022,"Journal of Intelligent & …","Springer","https://link.springer.com/article/10.1007/s10846-022-01749-3","https://scholar.google.com/scholar?cites=6907249946116113969&as_sdt=2005&sciodt=2007&hl=en",130,"2023-12-15 19:02:41","HTML","10.1007/s10846-022-01749-3","","",,,,,3,3.00,1,4,1,"… the same impact on the teleoperator. To reinforce this statement and to prove the robustness of our teleoperation enhancement technique, we have conducted teleoperation runs on on-…","https://link.springer.com/article/10.1007/s10846-022-01749-3","https://scholar.google.com/scholar?q=related:MUYW1Tp7218J:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
9,"MP Pacaux-Lemoine, Q Gadmer…","Train remote driving: A Human-Machine Cooperation point of view",2020,"2020 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9209333/","https://scholar.google.com/scholar?cites=1727279965037121797&as_sdt=2005&sciodt=2007&hl=en",132,"2023-12-15 19:02:41","","","","",,,,,9,3.00,3,3,3,"… In order to place human factors at the center of HMS’ design, a state of the art analysis on cognitive mechanisms in railway driving and teleoperation has been conducted, completed by …","https://ieeexplore.ieee.org/iel7/9204722/9209320/09209333.pdf","https://scholar.google.com/scholar?q=related:BdGvB_qH-BcJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
6,"M Boban, M Giordani, M Zorzi","Predictive quality of service (pqos): The next frontier for fully autonomous systems",2021,"arXiv preprint arXiv:2109.09376","arxiv.org","https://arxiv.org/abs/2109.09376","https://scholar.google.com/scholar?cites=17990883845193123485&as_sdt=2005&sciodt=2007&hl=en",138,"2023-12-15 19:02:41","","","","",,,,,6,3.00,2,3,2,"… PQoS in a teleoperated-drivinglike use case, as a function of different measurement signals. … b) Teleoperated driving: Teleoperated driving enables the control of vehicles by a remote …","https://arxiv.org/pdf/2109.09376","https://scholar.google.com/scholar?q=related:ncYMlIl1rPkJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
3,"F Bragato, T Lotta, G Ventura, M Drago…","Towards Decentralized Predictive Quality of Service in Next-Generation Vehicular Networks",2023,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2302.11268","https://scholar.google.com/scholar?cites=9501639807141145251&as_sdt=2005&sciodt=2007&hl=en",152,"2023-12-15 19:02:41","","","","",,,,,3,3.00,1,5,1,"… a teleoperated driving scenario where connected vehicles are controlled by a remote driver. … of the surrounding environment, to which drivers reply with ad hoc driving instructions. …","https://arxiv.org/pdf/2302.11268","https://scholar.google.com/scholar?q=related:o-pbEBCb3IMJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
3,"SN Saleh, C Fathy","A Novel Deep-Learning Model for Remote Driver Monitoring in SDN-Based Internet of Autonomous Vehicles Using 5G Technologies",2023,"Applied Sciences","mdpi.com","https://www.mdpi.com/2076-3417/13/2/875","https://scholar.google.com/scholar?cites=11327919229461308299&as_sdt=2005&sciodt=2007&hl=en",162,"2023-12-15 19:02:41","","","","",,,,,3,3.00,2,2,1,"… Remote driver monitoring to detect drowsy drivers using AI models and switching the vehicle into teleoperation mode was our deployed case study. Evaluation of the proposed SDN-…","https://www.mdpi.com/2076-3417/13/2/875/pdf","https://scholar.google.com/scholar?q=related:i6NbdIXaNJ0J:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
6,"K Keller, C Zimmermann, J Zibuschka, O Hinz","Trust is good, control is better-customer preferences regarding control in teleoperated and autonomous taxis",2021,"","scholarspace.manoa.hawaii.edu","https://scholarspace.manoa.hawaii.edu/handle/10125/70837","https://scholar.google.com/scholar?cites=1959740117748739993&as_sdt=2005&sciodt=2007&hl=en",164,"2023-12-15 19:02:41","","","","",,,,,6,3.00,2,4,2,"… , teleoperation can aid as a measure for a smooth transition from non-autonomous to autonomous driving [… Teleoperation of vehicles is a promising approach to alleviate the problems of …","https://scholarspace.manoa.hawaii.edu/bitstreams/2c0ae271-dac6-4c34-baec-d7cb9a26ed7e/download","https://scholar.google.com/scholar?q=related:me9-AkFlMhsJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
6,"RDR Beira, L Flaction","Surgical teleoperated device for remote manipulation",2021,"US Patent 11,200,980","Google Patents","https://patents.google.com/patent/US11200980B2/en","https://scholar.google.com/scholar?cites=15123233172431440853&as_sdt=2005&sciodt=2007&hl=en",177,"2023-12-15 19:02:41","","","","",,,,,6,3.00,3,2,2,"… single closed loop (cable) transmission between a general driven pulley of the slave unit and the corresponding driving pulley of the master unit of the mechanical teleoperated device; …","https://patentimages.storage.googleapis.com/63/5a/d7/1157defe6de4b9/US11200980.pdf","https://scholar.google.com/scholar?q=related:1QsuqnGE4NEJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
8,"G Graf, Y Abdelrahman, H Xu, Y Abdrabou, D Schitz…","The Predictive Corridor: A Virtual Augmented Driving Assistance System for Teleoperated Autonomous Vehicles.",2020,"ICAT-EGVE","unibw.de","https://www.unibw.de/usable-security-and-privacy-en/team/usable-security-and-privacy/publikationen/pdf/graf2020icat.pdf","https://scholar.google.com/scholar?cites=16991460173743085963&as_sdt=2005&sciodt=2007&hl=en",39,"2023-12-15 19:02:41","PDF","","","",,,,,8,2.67,1,6,3,"… • Implementation of PC that can be used to assist and enhance the performance of the remote driver during teleoperation. • Through a user study, we provide an in-depth analysis of the …","https://www.unibw.de/usable-security-and-privacy-en/team/usable-security-and-privacy/publikationen/pdf/graf2020icat.pdf","https://scholar.google.com/scholar?q=related:i1kn3wDLzesJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
5,"C Kettwich, A Schrank, H Avsar, M Oehl","What if the automation fails?–A classification of scenarios in teleoperated driving",2021,"13th International Conference …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3473682.3480271","https://scholar.google.com/scholar?cites=10600221227426834172&as_sdt=2005&sciodt=2007&hl=en",7,"2023-12-15 19:02:41","","10.1145/3473682.3480271","","",,,,,5,2.50,1,4,2,"… Teleoperated driving as an enabler has the potential to bridge the gap to fully automated driving … , scenarios, and sequences relevant in teleoperated driving needs to be designed. For …","https://dl.acm.org/doi/pdf/10.1145/3473682.3480271","https://scholar.google.com/scholar?q=related:_OZUQQuNG5MJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
10,"DJ Rea, JE Young","Backseat teleoperator: affective feedback with on-screen agents to influence teleoperation",2019,"2019 14th ACM/IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8673014/","https://scholar.google.com/scholar?cites=17230842563169802171&as_sdt=2005&sciodt=2007&hl=en",67,"2023-12-15 19:02:41","","","","",,,,,10,2.50,5,2,4,"… We do this for the purpose of shaping driving behavior and teleoperation experience. Our exploration concept is that positive emotions will influence behaviors via positive and negative …","https://ieeexplore.ieee.org/iel7/8666012/8673065/08673014.pdf","https://scholar.google.com/scholar?q=related:u9dqrgRAIO8J:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
5,"I Dror, R Birman, O Solomon, T Zehavi…","Content adaptive video compression for autonomous vehicle remote driving",2021,"… of Digital Image …","spiedigitallibrary.org","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/11842/118420Q/Content-adaptive-video-compression-for-autonomous-vehicle-remote-driving/10.1117/12.2595863.short","https://scholar.google.com/scholar?cites=3053789702770724180&as_sdt=2005&sciodt=2007&hl=en",72,"2023-12-15 19:02:41","","10.1117/12.2595863.short","","",,,,,5,2.50,1,5,2,"… camera’s lens and the teleoperator watches the same event on … teleoperation of a self-driving car by a remote driver requires a maximal end-to-end delay of 175 msec. Remote driving …","","https://scholar.google.com/scholar?q=related:VA1lFI49YSoJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
5,"SQ Zulqarnain, S Lee","An efficient driver selection algorithm for controlling multiple vehicles in remote driving",2021,"2021 International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9333930/","https://scholar.google.com/scholar?cites=6315416477974052463&as_sdt=2005&sciodt=2007&hl=en",150,"2023-12-15 19:02:41","","","","",,,,,5,2.50,3,2,2,"… driver can rest while driving is not likely to be achieved in a near future. Besides functioning as an augmentation to autonomous driving, we consider remote driving … With teleoperation …","https://ieeexplore.ieee.org/iel7/9333828/9333848/09333930.pdf","https://scholar.google.com/scholar?q=related:b75KgtPdpFcJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
10,"RDR Beira, L Flaction","Surgical teleoperated device for remote manipulation",2019,"US Patent 10,510,447","Google Patents","https://patents.google.com/patent/US10510447B2/en","https://scholar.google.com/scholar?cites=13440212643351567391&as_sdt=2005&sciodt=2007&hl=en",163,"2023-12-15 19:02:41","","","","",,,,,10,2.50,5,2,4,"… single closed loop (cable) transmission between a general driven pulley of the slave unit and the corresponding driving pulley of the master unit of the mechanical teleoperated device; …","https://patentimages.storage.googleapis.com/05/9a/c0/166c77a3836585/US10510447.pdf","https://scholar.google.com/scholar?q=related:HxyvmDA6hboJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
7,"G Graf, H Palleis, H Hussmann","A design space for advanced visual interfaces for teleoperated autonomous vehicles",2020,"Proceedings of the International …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3399715.3399942","https://scholar.google.com/scholar?cites=14620043486758359777&as_sdt=2005&sciodt=2007&hl=en",62,"2023-12-15 19:02:41","","10.1145/3399715.3399942","","",,,,,7,2.33,2,3,3,"… There are two primary vehicle teleoperation purposes that we cover, ie driving and … , the teleoperator might be also in charge just to monitor the vehicle in complex driving environments. …","https://dl.acm.org/doi/pdf/10.1145/3399715.3399942","https://scholar.google.com/scholar?q=related:4dL-RBfU5MoJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
7,"SNF Nahri, S Du, BJ Van Wyk","Haptic system interface design and modelling for bilateral teleoperation systems",2020,"2020 International SAUPEC …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9041010/","https://scholar.google.com/scholar?cites=4921519830505776414&as_sdt=2005&sciodt=2007&hl=en",159,"2023-12-15 19:02:41","","","","",,,,,7,2.33,2,3,3,"… teleoperation systems, which display remote sensing data to the operators in the forms of force and vibration. The remote … (T) and potential energy (U) of the ball screw drive system [10]. …","","https://scholar.google.com/scholar?q=related:HmVW5DXATEQJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
9,"S Neumeier, M Höpp, C Facchi","Yet another driving simulator openrouts3d: The driving simulator for teleoperated driving",2019,"2019 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8965037/","https://scholar.google.com/scholar?cites=11906567791126443388&as_sdt=2005&sciodt=2007&hl=en",8,"2023-12-15 19:02:41","","","","",,,,,9,2.25,3,3,4,"… driving simulator initially developed for Teleoperated Driving, … ), a driving simulator developed for Teleoperated Driving. It has … a specialized driving simulator for Teleoperated Driving is …","https://ieeexplore.ieee.org/iel7/8952572/8964842/08965037.pdf","https://scholar.google.com/scholar?q=related:fPUyhFKgPKUJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
2,"G Kakkavas, KN Nyarko, C Lahoud…","Teleoperated support for remote driving over 5G mobile communications",2022,"2022 IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9928745/","https://scholar.google.com/scholar?cites=11740009008291607029&as_sdt=2005&sciodt=2007&hl=en",11,"2023-12-15 19:02:41","","","","",,,,,2,2.00,1,4,1,"… teleoperated transport and logistic services are jointly studied. On the other hand, a teleoperated driving … of the network constraints on teleoperated driving scenarios. In contrast to the …","https://ieeexplore.ieee.org/iel7/9928527/9928592/09928745.pdf","https://scholar.google.com/scholar?q=related:9XEb5_3j7KIJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
2,"S Neumeier, V Bajpai, M Neumeier…","Data rate reduction for video streams in teleoperated driving",2022,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9780240/","https://scholar.google.com/scholar?cites=10822359424403222012&as_sdt=2005&sciodt=2007&hl=en",15,"2023-12-15 19:02:41","","","","",,,,,2,2.00,1,4,1,"… to the customer is Teleoperated Driving. Teleoperated Driving is the remote control of a … their system borders and have no suitable driver aboard. Possible scenarios are software and …","https://ieeexplore.ieee.org/iel7/6979/9916643/09780240.pdf","https://scholar.google.com/scholar?q=related:_K0no46-MJYJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
4,"PA Linné, J Andersson","Regulating road vehicle teleoperation: Back to the near future",2021,"2021 IEEE Intelligent Vehicles …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9669226/","https://scholar.google.com/scholar?cites=8787537907486530607&as_sdt=2005&sciodt=2007&hl=en",20,"2023-12-15 19:02:41","","","","",,,,,4,2.00,2,2,2,"… of remote or teleoperated driving that can be explained as the real-time act of executing part or all of the dynamic driving … -time braking, steering, and throttle by a remote driver [7], [8] (for …","https://ieeexplore.ieee.org/iel7/9669138/9669201/09669226.pdf","https://scholar.google.com/scholar?q=related:L5wDIiub83kJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
2,"Y Cho, H Yun, J Lee, A Ha, J Yun","GoonDAE: Denoising-Based Driver Assistance for Off-Road Teleoperation",2023,"IEEE Robotics and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10054527/","https://scholar.google.com/scholar?cites=11895701492435990149&as_sdt=2005&sciodt=2007&hl=en",37,"2023-12-15 19:02:41","","","","",,,,,2,2.00,0,5,1,"… -time, end-to-end driver assistance method, GoonDAE, for teleoperated driving in an offroad … novel driver assistance approach based on a denoising autoencoder and the noisy-driving …","https://ieeexplore.ieee.org/iel7/7083369/7339444/10054527.pdf","https://scholar.google.com/scholar?q=related:hTa7MnsFFqUJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
2,"V Cislaghi, C Quadri, V Mancuso…","Simulation of Tele-Operated Driving over 5G Using CARLA and OMNeT++",2023,"2023 IEEE Vehicular …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10136340/","https://scholar.google.com/scholar?cites=3245026438923487922&as_sdt=2005&sciodt=2007&hl=en",44,"2023-12-15 19:02:41","","","","",,,,,2,2.00,1,4,1,"… for tele-operated driving that integrates CARLA and OMNeT++, providing a detailed modeling of the driven vehicle dynamics as well as of the data transfer necessary to remotely drive …","https://ieeexplore.ieee.org/iel7/10136303/10136314/10136340.pdf","https://scholar.google.com/scholar?q=related:sgrJclqmCC0J:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
